"name";"instance";"filename";"n";"m";"inkratio";"mean_occupation_area";"edge_density_distribution";"distortion";"frechet";"directionality";"monotonicity";"projected_monotonicity";"SL_angle";"self_intersections";"mean_edge_length_difference";"directionality_mag";"ambiguity_1";"accuracy_1";"precision_1";"specificity_1";"FPR_1";"ambiguity_2";"accuracy_2";"precision_2";"specificity_2";"FPR_2";"ambiguity_3";"accuracy_3";"precision_3";"specificity_3";"FPR_3";"ambiguity_4";"accuracy_4";"precision_4";"specificity_4";"FPR_4";"ambiguity_5";"accuracy_5";"precision_5";"specificity_5";"FPR_5";"inkratio_t";"ambiguity_t";"mean_occupation_area_t";"edge_density_distribution_t";"distortion_t";"frechet_t";"directionality_t";"monotonicity_t";"projected_monotonicity_t";"SL_angle_t";"self_intersections_t";"mean_edge_length_difference_t";"directionality_mag_t"
"epb";"geo_gowalla_ATLANTA2_2";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_2/epb.json";138;251;0.8674;17.5538;0.1135;1.0343;33.5559;0.0057;0.001;0.0008;0.48;0;19.8821;0.6774;0.508;0.0741;1;0.7609;0;0.7314;0.0482;0.6965;0.406;0.0277;0.9056;0.032;0.5654;0.1421;0.0447;0.967;0.0279;0.5271;0.0492;0.049;0.9955;0.0266;0.509;0.0054;0.0503;240.8063;12278.2674;70.0316;77.3206;1.5128;730.3495;3.6416;5.9421;2.6219;0.5248;206.8677;1.4427;32.9149
"fd";"geo_gowalla_ATLANTA2_2";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_2/fd.json";138;251;0.9498;19.239;0.1224;1.0035;14.0724;0.2248;0.1033;0.0053;0.48;0;1.9691;0.1972;0.5358;0.0642;1;0.7609;0;0.6922;0.0479;0.7693;0.4904;0.0173;0.8687;0.0337;0.6159;0.2145;0.0321;0.966;0.0278;0.5542;0.0513;0.0382;0.9956;0.0266;0.5368;0.0054;0.0395;162.5471;11858.3488;74.5251;79.5615;3.7141;3522.4009;6.0077;15.1141;7.4761;0.524;646.306;3.4552;123.4908
"sepb";"geo_gowalla_ATLANTA2_2";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_2/sepb.json";138;251;0.8838;18.1315;0.115;1.0421;36.5001;0.0067;0.0012;0.0011;0.48;0.0001;23.2137;0.8002;0.5043;0.0776;1;0.7536;0;0.7344;0.0492;0.6802;0.3945;0.0302;0.908;0.0321;0.5587;0.1394;0.0482;0.9694;0.0278;0.5226;0.0458;0.0527;0.9961;0.0266;0.5052;0.0048;0.054;165.276;11801.4243;69.3564;78.8355;1.4482;731.3738;3.6776;6.9301;2.5744;0.54;260.1333;1.4152;32.1896
"wr";"geo_gowalla_ATLANTA2_2";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_2/wr.json";138;251;0.578;12.9203;0.0787;1.0712;53.3465;0.0535;0.0022;0.0014;0.48;0;29.9128;2.4556;0.2637;0.1695;1;0.913;0;0.4668;0.1214;0.5518;0.6629;0.0509;0.7414;0.0667;0.3643;0.3195;0.108;0.9174;0.0361;0.2936;0.1055;0.1394;0.98;0.0279;0.2713;0.0288;0.1477;164.7561;14305.2907;75.9387;107.9814;3.9747;1834.5299;5.1203;13.2804;7.9088;0.8845;505.681;3.15;87.7481
"cubu";"geo_gowalla_ATLANTA2_4";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_4/cubu.json";221;449;0.4759;14.098;0.0978;1.0647;55.4135;0.3654;0.1791;0.0001;0.4498;0.4498;37.4524;10.3206;0.0968;0.2572;1;0.9728;0;0.2677;0.2011;0.4451;0.7857;0.0587;0.5255;0.1278;0.2318;0.5076;0.1343;0.7464;0.0741;0.143;0.2692;0.1893;0.876;0.0434;0.1124;0.1319;0.2206;350.7371;45020.3695;114.5854;132.6518;6.0964;1123.7531;8.2469;30.5705;8.9757;0.9203;0;5.183;79.282
"epb";"geo_gowalla_ATLANTA2_4";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_4/epb.json";221;449;0.9191;23.5323;0.1721;1.0405;57.6465;0.0051;0.0013;0.001;0.4498;0;37.3477;0.7617;0.4001;0.0567;1;0.8869;0;0.555;0.0418;0.7587;0.6514;0.0158;0.7096;0.0316;0.6051;0.4185;0.0263;0.8423;0.0247;0.4947;0.2284;0.0335;0.9149;0.0215;0.445;0.123;0.0368;281.4701;35314.2021;116.5912;126.0257;2.6312;1282.9115;6.3999;10.3378;4.8528;0.9201;375.9885;2.5358;59.16
"fd";"geo_gowalla_ATLANTA2_4";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_4/fd.json";221;449;0.9482;24.3808;0.1761;1.002;18.3021;0.187;0.0798;0.0042;0.4498;0;1.6612;0.1948;0.4531;0.0484;1;0.8552;0;0.5642;0.0398;0.8283;0.6568;0.009;0.7089;0.0309;0.6702;0.4316;0.0182;0.8452;0.0244;0.5481;0.2228;0.0249;0.9117;0.0215;0.4998;0.1261;0.028;381.3751;35187.3922;166.4779;127.7926;6.0976;5835.0072;10.6535;26.5636;13.1049;0.915;1052.2447;5.8899;200.959
"sepb";"geo_gowalla_ATLANTA2_4";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_4/sepb.json";221;449;0.9205;23.5679;0.1723;1.043;58.4014;0.0055;0.0015;0.0012;0.4498;0;39.027;0.7892;0.3922;0.0593;1;0.8914;0;0.5441;0.0438;0.757;0.668;0.0164;0.7006;0.0326;0.6067;0.4346;0.028;0.842;0.025;0.4865;0.2283;0.0359;0.9193;0.0214;0.4326;0.1164;0.0396;296.6938;35741.0963;117.8417;127.1462;2.83;1315.9936;6.2163;9.5551;4.5078;0.9098;429.0433;2.413;57.123
"wr";"geo_gowalla_ATLANTA2_4";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_4/wr.json";221;449;0.5311;15.7038;0.1074;1.0714;77.093;0.0613;0.0037;0.0024;0.4498;0;43.8546;2.7663;0.1474;0.1553;1;0.9683;0;0.3072;0.1229;0.5551;0.7825;0.0339;0.5469;0.0824;0.319;0.5078;0.0758;0.7523;0.0525;0.2099;0.2759;0.1065;0.883;0.0343;0.1696;0.1288;0.1251;284.6036;44412.3001;120.7268;139.8733;8.3215;3297.6019;9.2816;23.8671;11.0242;0.937;863.9116;5.635;150.0974
"cubu";"geo_gowalla_ATLANTA2_6";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_6/cubu.json";220;489;0.4971;11.5378;0.1002;1.0653;51.2363;0.3776;0.1892;0.0005;0.449;0.449;32.9116;9.8884;0.086;0.2565;1;0.9955;0;0.2842;0.1885;0.4229;0.7775;0.0712;0.6075;0.0985;0.195;0.4263;0.164;0.832;0.0487;0.1162;0.1817;0.215;0.9578;0.0261;0.0899;0.0455;0.238;350.9119;46157.2132;101.4342;134.2962;6.4147;1025.5792;7.8144;25.0726;9.7082;0.9997;0;5.6884;78.2926
"epb";"geo_gowalla_ATLANTA2_6";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_6/epb.json";220;489;0.8501;17.6871;0.1594;1.0432;47.7667;0.0067;0.0022;0.0017;0.449;0;33.1222;0.9389;0.3825;0.0807;1;0.8773;0;0.5985;0.0528;0.6581;0.5698;0.0294;0.8143;0.031;0.4888;0.2674;0.052;0.9374;0.0232;0.4124;0.0886;0.0601;0.9839;0.0209;0.3892;0.0236;0.0624;368.0227;41680.8889;103.7066;113.4365;3.4232;1628.5453;7.1673;12.3672;5.846;0.9675;414.0399;2.9235;73.1671
"fd";"geo_gowalla_ATLANTA2_6";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_6/fd.json";220;489;0.923;18.3967;0.1716;1.0038;21.6831;0.1701;0.0737;0.0041;0.449;0;2.9115;0.2342;0.4235;0.068;1;0.8364;0;0.5772;0.0498;0.7381;0.6111;0.0192;0.7894;0.0323;0.5514;0.3002;0.0373;0.9269;0.024;0.4586;0.1035;0.0459;0.982;0.021;0.4309;0.0269;0.049;354.0955;33223.2482;104.2585;111.9559;6.9089;6310.8828;11.6224;29.9301;14.0188;0.9849;1213.2566;6.3515;216.2361
"sepb";"geo_gowalla_ATLANTA2_6";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_6/sepb.json";220;489;0.863;17.7566;0.1617;1.0534;53.74;0.0081;0.0028;0.0021;0.449;0;40.9906;1.0617;0.3739;0.0889;1;0.8682;0;0.577;0.0588;0.6592;0.5876;0.0317;0.8077;0.0326;0.4795;0.2758;0.0589;0.9341;0.0236;0.4047;0.096;0.0682;0.9847;0.0207;0.3833;0.0274;0.0711;372.3662;35981.9758;100.9605;111.4578;2.9225;1564.4879;7.081;11.8132;5.512;0.9713;489.5616;2.8856;71.3789
"wr";"geo_gowalla_ATLANTA2_6";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_6/wr.json";220;489;0.5601;13.0532;0.1109;1.0624;61.8221;0.0639;0.0042;0.0025;0.449;0;34.6357;2.6969;0.1447;0.1696;1;0.9864;0;0.338;0.1238;0.5226;0.7614;0.0481;0.6424;0.0662;0.2727;0.4147;0.1076;0.8498;0.036;0.1896;0.1798;0.1386;0.9624;0.0233;0.1531;0.0455;0.1515;359.6373;41928.8731;102.4668;116.3671;6.8731;3565.305;9.84;26.0527;11.8868;0.9837;964.4814;6.3055;165.1764
"cubu";"geo_gowalla_ATLANTA2_7";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_7/cubu.json";195;417;0.4648;12.4844;0.0866;1.068;54.3527;0.3731;0.1877;0.0003;0.4416;0.4416;34.0648;10.0731;0.1156;0.2718;1;0.9692;0;0.3132;0.2037;0.4124;0.7494;0.0713;0.6379;0.106;0.2057;0.3964;0.1723;0.862;0.05;0.1423;0.1525;0.2298;0.957;0.0301;0.12;0.0459;0.25;306.3044;39769.8932;105.9685;118.3372;4.6232;909.5902;6.5589;20.3559;8.0309;0.8554;0;4.441;64.41
"epb";"geo_gowalla_ATLANTA2_7";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_7/epb.json";195;417;0.8523;21.3861;0.146;1.0451;57.1421;0.0061;0.0021;0.0013;0.4416;0;38.4287;0.874;0.3868;0.0902;1;0.8513;0;0.5878;0.0608;0.6539;0.5789;0.0311;0.8216;0.0334;0.4906;0.2637;0.0595;0.931;0.0249;0.4272;0.1071;0.0682;0.982;0.0224;0.3995;0.0309;0.0708;295.9883;30446.7721;108.7029;116.2968;2.789;1366.3793;6.0988;10.5734;5.0182;0.8426;365.4792;2.5144;62.4001
"fd";"geo_gowalla_ATLANTA2_7";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_7/fd.json";195;417;0.9487;22.9161;0.1601;1.0033;18.8025;0.1777;0.0756;0.0052;0.4416;0;2.15;0.2142;0.4437;0.0636;1;0.841;0;0.5917;0.0486;0.7511;0.6135;0.0159;0.8267;0.031;0.5495;0.255;0.0342;0.9421;0.0245;0.473;0.0803;0.041;0.9728;0.0228;0.4606;0.0396;0.0426;338.783;28758.3354;107.0561;116.5264;6.0065;5405.3976;9.8271;24.5917;11.9917;0.8469;991.9627;5.4352;186.111
"sepb";"geo_gowalla_ATLANTA2_7";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_7/sepb.json";195;417;0.8627;21.482;0.1476;1.0484;57.6577;0.0066;0.0024;0.0015;0.4416;0;41.1561;0.911;0.3865;0.088;1;0.8615;0;0.5925;0.0583;0.6546;0.5799;0.0314;0.818;0.0331;0.4947;0.2755;0.0576;0.9408;0.0243;0.4215;0.0958;0.0667;0.9799;0.0224;0.4022;0.0357;0.0686;321.3282;30387.5043;115.0158;168.4158;5.4328;1311.9543;6.1045;10.2766;4.844;0.8497;394.5205;2.4562;59.6478
"wr";"geo_gowalla_ATLANTA2_7";"dashboard/output_dashboard/geo_gowalla_ATLANTA2_7/wr.json";195;417;0.5383;14.6211;0.0983;1.061;68.2798;0.0585;0.0033;0.0021;0.4416;0;36.771;2.566;0.1871;0.1778;1;0.9436;0;0.3735;0.1333;0.527;0.7246;0.0468;0.67;0.0738;0.3006;0.3815;0.1084;0.8674;0.0397;0.2218;0.1588;0.1436;0.9508;0.0276;0.1973;0.0612;0.1559;328.8798;36626.4801;105.5524;135.7799;5.1758;3037.406;8.4181;22.3112;10.3204;0.8504;790.1218;5.4326;137.2931
"cubu";"geo_gowalla_HOUSTON_2";"dashboard/output_dashboard/geo_gowalla_HOUSTON_2/cubu.json";52;74;0.6086;26.3378;0.0451;1.033;34.7894;0.492;0.297;0;0.632;0;15.1086;8.104;0.228;0.2966;1;0.9615;0;0.4197;0.2315;0.5483;0.7112;0.072;0.6481;0.1627;0.3532;0.4242;0.1464;0.7508;0.1294;0.3042;0.3011;0.182;0.8514;0.0962;0.2726;0.1823;0.2172;56.1163;3420.5098;61.2888;66.2968;1.0116;229.1658;1.3621;3.8814;1.601;0.1769;106.2224;0.8864;14.2066
"epb";"geo_gowalla_HOUSTON_2";"dashboard/output_dashboard/geo_gowalla_HOUSTON_2/epb.json";52;74;0.9824;38.7703;0.0704;1.0245;35.9254;0.0022;0.0014;0.0011;0.632;0.0003;22.0474;0.5548;0.5998;0.1043;1;0.7692;0;0.7362;0.0836;0.8236;0.4897;0.0234;0.852;0.0695;0.7153;0.2796;0.0386;0.9258;0.0614;0.6589;0.1332;0.0474;0.9532;0.0584;0.6358;0.0808;0.0507;56.031;2967.6273;61.8138;67.6885;0.4346;153.5568;1.0271;1.3161;0.6201;0.1724;59.6755;0.3488;7.1652
"fd";"geo_gowalla_HOUSTON_2";"dashboard/output_dashboard/geo_gowalla_HOUSTON_2/fd.json";52;74;1.0113;41.7973;0.0717;1.0016;14.9383;0.2611;0.1062;0.004;0.632;0;1.3333;0.1335;0.7308;0.0873;1;0.5769;0;0.8073;0.0777;0.8874;0.3994;0.0106;0.9046;0.0658;0.8125;0.2151;0.0234;0.9645;0.0584;0.7593;0.0893;0.0316;0.9817;0.0562;0.7469;0.0449;0.0341;54.3392;2718.9069;62.0792;67.6074;1.255;973.1286;1.9596;4.4846;2.1524;0.1695;187.0177;1.0357;32.8169
"sepb";"geo_gowalla_HOUSTON_2";"dashboard/output_dashboard/geo_gowalla_HOUSTON_2/sepb.json";52;74;0.9861;40.1757;0.0703;1.0173;25.2992;0.0022;0.0014;0.0011;0.632;0.0003;15.482;0.4578;0.6418;0.0984;1;0.7115;0;0.7752;0.0784;0.8308;0.433;0.0226;0.8763;0.0673;0.7443;0.2378;0.0345;0.9368;0.0606;0.6907;0.1112;0.0417;0.9526;0.0584;0.6784;0.0824;0.0442;53.7388;2725.6448;62.5837;68.7282;0.3827;125.8283;0.9925;1.1046;0.5262;0.1738;51.6415;0.3014;5.7614
"wr";"geo_gowalla_HOUSTON_2";"dashboard/output_dashboard/geo_gowalla_HOUSTON_2/wr.json";52;74;0.8043;32.7027;0.0585;1.0455;59.8667;0.0489;0.0014;0.0008;0.632;0;25.4922;1.8632;0.3924;0.1612;1;0.9038;0;0.5183;0.1354;0.7679;0.6938;0.0287;0.7178;0.1013;0.5644;0.4041;0.0654;0.8093;0.0843;0.4854;0.2747;0.0839;0.8678;0.0754;0.4563;0.1872;0.0933;56.2582;2972.393;63.0228;67.7533;1.1287;555.7508;1.6696;4.0426;1.8475;0.1728;172.2341;1.0202;24.7703
"cubu";"geo_gowalla_HOUSTON_3";"dashboard/output_dashboard/geo_gowalla_HOUSTON_3/cubu.json";140;242;0.4927;11.3016;0.0955;1.0446;30.3711;0.4334;0.244;0.0008;0.6621;0.6621;14.7811;8.5859;0.1166;0.3003;1;0.9786;0;0.2462;0.2524;0.5403;0.8321;0.0504;0.44;0.1862;0.3273;0.6194;0.119;0.6554;0.1159;0.2227;0.3836;0.1915;0.8247;0.0653;0.159;0.1979;0.2436;133.5945;13438.4572;45.1844;48.7449;2.687;694.6485;3.8567;11.9038;4.8065;0.4933;0;2.6286;43.5936
"epb";"geo_gowalla_HOUSTON_3";"dashboard/output_dashboard/geo_gowalla_HOUSTON_3/epb.json";140;242;0.8774;16.5661;0.159;1.0196;24.6434;0.0051;0.0022;0.0016;0.6621;0;15.8386;0.5655;0.2988;0.135;1;0.9071;0;0.4466;0.1042;0.6845;0.7186;0.0325;0.6271;0.0731;0.5136;0.4854;0.065;0.7775;0.0505;0.4122;0.2949;0.0884;0.8888;0.0346;0.3507;0.1586;0.1048;167.7866;9590.956;47.6232;49.4888;1.3149;630.4843;3.5274;5.5931;2.3561;0.5274;208.3566;1.3568;29.4392
"fd";"geo_gowalla_HOUSTON_3";"dashboard/output_dashboard/geo_gowalla_HOUSTON_3/fd.json";140;242;0.7956;14.686;0.1478;1.0052;27.6201;0.1965;0.0864;0.0046;0.6621;0;4.7076;0.2567;0.2783;0.1791;1;0.8857;0;0.4009;0.1495;0.6587;0.7353;0.0311;0.5728;0.1106;0.4745;0.5181;0.0715;0.7579;0.0714;0.3674;0.2941;0.1119;0.8797;0.0446;0.3191;0.1523;0.1395;141.9699;10245.6438;44.9133;47.652;3.2413;3120.4991;5.8253;15.2256;6.9742;0.5002;664.5434;3.1717;107.7185
"sepb";"geo_gowalla_HOUSTON_3";"dashboard/output_dashboard/geo_gowalla_HOUSTON_3/sepb.json";140;242;0.8834;16.781;0.1597;1.0244;26.8393;0.0057;0.0024;0.0019;0.6621;0;19.1433;0.6471;0.2938;0.1386;1;0.9071;0;0.4445;0.106;0.6735;0.7191;0.0344;0.6237;0.0748;0.503;0.4898;0.067;0.7733;0.0516;0.4075;0.2987;0.091;0.8856;0.035;0.3442;0.1617;0.1081;224.9496;9672.7977;47.4374;57.1017;1.2846;596.9353;3.3989;4.7777;2.2214;0.5043;207.5539;1.2622;27.4751
"wr";"geo_gowalla_HOUSTON_3";"dashboard/output_dashboard/geo_gowalla_HOUSTON_3/wr.json";140;242;0.5176;11.7107;0.0998;1.0571;46.6;0.066;0.0036;0.0025;0.6621;0;24.0188;2.8557;0.1383;0.2581;1;0.9857;0;0.2809;0.2113;0.5659;0.8203;0.0491;0.4681;0.1563;0.3726;0.6108;0.1062;0.6703;0.1001;0.2603;0.3851;0.1642;0.8431;0.0551;0.181;0.189;0.2104;214.3333;15681.745;65.3241;64.8351;3.186;1910.934;4.9026;12.7757;5.9819;0.5014;633.2765;3.0534;80.7786
"cubu";"geo_gowalla_HOUSTON_4";"dashboard/output_dashboard/geo_gowalla_HOUSTON_4/cubu.json";122;213;0.5442;14.3192;0.0774;1.0572;38.1676;0.3983;0.2024;0.0007;0.585;0.585;23.4396;9.4156;0.1511;0.2331;1;0.9672;0;0.3258;0.1811;0.5219;0.7661;0.0551;0.5075;0.1322;0.3508;0.5546;0.1064;0.7289;0.0812;0.2411;0.3035;0.1594;0.8478;0.0567;0.1986;0.17;0.1846;203.1422;10315.0618;63.1475;73.7979;2.8548;485.8599;3.3855;10.3447;4.132;0.4442;0;2.3453;35.7523
"epb";"geo_gowalla_HOUSTON_4";"dashboard/output_dashboard/geo_gowalla_HOUSTON_4/epb.json";122;213;0.892;21.8169;0.1196;1.0324;32.7947;0.0043;0.0019;0.0012;0.585;0;21.5238;0.6168;0.4732;0.0786;1;0.8607;0;0.6634;0.0572;0.7325;0.5495;0.0228;0.789;0.043;0.6172;0.3587;0.0379;0.9087;0.0336;0.5392;0.169;0.0478;0.9502;0.0309;0.5145;0.1018;0.0505;137.471;8765.7173;63.3361;67.9369;1.2922;633.9095;2.9881;4.9448;2.284;0.4518;187.2785;1.1184;32.321
"fd";"geo_gowalla_HOUSTON_4";"dashboard/output_dashboard/geo_gowalla_HOUSTON_4/fd.json";122;213;0.9431;23.0563;0.125;1.0016;11.8704;0.2246;0.1009;0.0038;0.585;0;0.9656;0.1784;0.5465;0.0642;1;0.8115;0;0.6576;0.0516;0.8376;0.618;0.0135;0.7836;0.041;0.7156;0.3924;0.0248;0.8758;0.0347;0.6424;0.2276;0.0314;0.9374;0.0313;0.5992;0.1168;0.0348;146.6322;8100.5933;63.1356;67.6577;2.9688;2756.0072;5.1093;12.4767;6.0642;0.4413;530.2615;2.9297;94.8019
"sepb";"geo_gowalla_HOUSTON_4";"dashboard/output_dashboard/geo_gowalla_HOUSTON_4/sepb.json";122;213;0.8902;21.7089;0.1194;1.0358;35.7082;0.0049;0.0016;0.0011;0.585;0;23.783;0.648;0.4633;0.082;1;0.8607;0;0.6578;0.0586;0.7235;0.5471;0.0249;0.7804;0.0439;0.6133;0.3674;0.0405;0.9057;0.0339;0.5304;0.1701;0.051;0.9485;0.031;0.5058;0.1019;0.0539;137.9526;9148.2046;63.2503;68.8796;1.2388;564.4526;3.1083;4.4382;2.0354;0.4489;240.9182;1.307;25.6109
"wr";"geo_gowalla_HOUSTON_4";"dashboard/output_dashboard/geo_gowalla_HOUSTON_4/wr.json";122;213;0.6206;15.6103;0.0874;1.0594;47.9079;0.0541;0.0021;0.0013;0.585;0;25.1052;2.3681;0.2483;0.1493;1;0.9508;0;0.3924;0.1192;0.6575;0.7673;0.0322;0.5774;0.0871;0.4621;0.5291;0.0659;0.7496;0.0599;0.3601;0.3159;0.0941;0.8531;0.0458;0.3129;0.1841;0.1085;146.2569;10477.4806;63.3981;71.4667;2.939;1555.4864;4.4076;11.7998;5.2221;0.4582;490.576;2.5752;71.6159
"cubu";"geo_gowalla_HOUSTON_5";"dashboard/output_dashboard/geo_gowalla_HOUSTON_5/cubu.json";120;175;0.5727;14.5429;0.0758;1.0538;32.2991;0.4104;0.2182;0.001;0.5753;0.5753;18.5731;9.9883;0.1379;0.2411;1;0.9667;0;0.2157;0.2181;0.6564;0.8788;0.0241;0.3159;0.1892;0.4708;0.7665;0.0542;0.4696;0.1471;0.3181;0.5956;0.0978;0.6228;0.1083;0.2419;0.4246;0.1378;161.2852;6870.0013;55.5625;58.6438;2.0104;373.4798;2.9225;8.3633;3.4013;0.3812;0;2.1398;27.236
"epb";"geo_gowalla_HOUSTON_5";"dashboard/output_dashboard/geo_gowalla_HOUSTON_5/epb.json";120;175;0.9417;22.0857;0.1176;1.0166;20.2144;0.0037;0;0;0.5753;0;9.3175;0.3765;0.497;0.0635;1;0.8333;0;0.5832;0.0551;0.8576;0.6921;0.0088;0.6565;0.0483;0.7573;0.5755;0.016;0.7577;0.0403;0.6713;0.4036;0.0243;0.8426;0.0342;0.6058;0.2624;0.0306;105.705;5548.1703;54.8174;58.3014;0.7973;353.2853;2.3708;2.8954;1.3876;0.3836;110.7426;0.7639;16.1831
"fd";"geo_gowalla_HOUSTON_5";"dashboard/output_dashboard/geo_gowalla_HOUSTON_5/fd.json";120;175;0.966;22.7886;0.12;1.002;12.2507;0.2197;0.0951;0.0044;0.5753;0;1.0424;0.1883;0.5343;0.0594;1;0.8083;0;0.6105;0.0533;0.8672;0.6666;0.0064;0.6901;0.0458;0.7664;0.5268;0.0143;0.7815;0.0386;0.6811;0.3656;0.0218;0.8467;0.034;0.6322;0.2516;0.0266;169.1144;5585.8028;54.5416;57.6906;2.3122;2261.775;4.1888;10.1349;5.0516;0.3777;457.37;2.387;78.3362
"sepb";"geo_gowalla_HOUSTON_5";"dashboard/output_dashboard/geo_gowalla_HOUSTON_5/sepb.json";120;175;0.942;22.3371;0.1174;1.0143;17.7592;0.0035;0.0007;0.0005;0.5753;0.0001;8.1605;0.4142;0.4899;0.0635;1;0.8583;0;0.5759;0.0551;0.8589;0.7166;0.0088;0.6639;0.0472;0.7464;0.5642;0.0171;0.7631;0.039;0.6657;0.3977;0.0256;0.8422;0.0335;0.6065;0.2681;0.0314;102.6394;5652.3504;54.7357;58.8367;0.7575;323.7724;2.3465;2.6591;1.297;0.3967;105.5918;0.7322;14.9977
"wr";"geo_gowalla_HOUSTON_5";"dashboard/output_dashboard/geo_gowalla_HOUSTON_5/wr.json";120;175;0.6471;16.9486;0.0841;1.0624;46.7321;0.0533;0.0014;0.0014;0.5753;0;24.7094;2.4364;0.1933;0.1821;1;0.9667;0;0.2932;0.1596;0.6778;0.8466;0.0236;0.3934;0.1351;0.5493;0.7302;0.0491;0.5188;0.105;0.4422;0.5844;0.0802;0.6414;0.0817;0.3439;0.4379;0.1044;98.757;7210.14;60.1666;77.1151;2.548;1325.33;3.6769;9.4636;4.3652;0.3858;415.9741;2.2774;58.718
"cubu";"geo_gowalla_HOUSTON_7";"dashboard/output_dashboard/geo_gowalla_HOUSTON_7/cubu.json";170;231;0.559;16.368;0.0706;1.06;50.2175;0.3892;0.1983;0;0.5898;0.5898;29.9406;9.9116;0.0923;0.2725;1;0.9824;0;0.1409;0.2567;0.6763;0.9292;0.0164;0.2355;0.2275;0.446;0.826;0.0463;0.3617;0.1881;0.2991;0.6909;0.0867;0.5226;0.1442;0.1977;0.5163;0.1315;230.5555;17431.9208;91.2573;96.8072;2.5876;521.3201;3.612;10.9324;4.4377;0.4861;0;2.4788;36.4029
"epb";"geo_gowalla_HOUSTON_7";"dashboard/output_dashboard/geo_gowalla_HOUSTON_7/epb.json";170;231;0.9588;25.8918;0.1141;1.0175;16.9644;0.0011;0.0002;0.0002;0.5898;0;9.4809;0.27;0.4224;0.0506;1;0.8706;0;0.4559;0.0475;0.9202;0.8183;0.0032;0.5037;0.0436;0.8375;0.749;0.0072;0.6002;0.0379;0.7198;0.5997;0.013;0.7106;0.0317;0.6086;0.4292;0.0194;147.1815;12076.8912;87.6019;99.0465;0.915;348.8817;2.8984;2.969;1.4441;0.4983;108.7325;0.7613;15.94
"fd";"geo_gowalla_HOUSTON_7";"dashboard/output_dashboard/geo_gowalla_HOUSTON_7/fd.json";170;231;0.956;25.7532;0.1138;1.0018;14.9334;0.2066;0.0869;0.0046;0.5898;0;1.4281;0.1789;0.4356;0.0554;1;0.8588;0;0.4698;0.052;0.9174;0.8052;0.0035;0.5134;0.048;0.8451;0.7377;0.0077;0.6227;0.0403;0.7022;0.5778;0.0155;0.7349;0.0329;0.5918;0.3989;0.0231;155.992;12253.0634;87.5394;95.3302;3.5298;2964.3023;5.5704;13.4306;6.5656;0.4842;535.5723;3.1979;103.5163
"sepb";"geo_gowalla_HOUSTON_7";"dashboard/output_dashboard/geo_gowalla_HOUSTON_7/sepb.json";170;231;0.9808;26.3853;0.1163;1.0148;18.3009;0.0014;0.0006;0.0006;0.5898;0.0002;11.0253;0.3069;0.436;0.0503;1;0.8647;0;0.4687;0.0471;0.9182;0.8128;0.0033;0.5202;0.0426;0.835;0.7402;0.008;0.6221;0.0361;0.7165;0.582;0.0146;0.7382;0.0298;0.6014;0.4005;0.0211;156.8093;11894.6612;87.6789;94.2626;0.838;282.2769;2.8129;2.4078;1.2295;0.5002;100.2619;0.7269;12.902
"wr";"geo_gowalla_HOUSTON_7";"dashboard/output_dashboard/geo_gowalla_HOUSTON_7/wr.json";170;231;0.6703;18.9784;0.0832;1.0596;57.3228;0.0608;0.0023;0.0014;0.5898;0;30.7701;2.6045;0.1463;0.1435;1;0.9765;0;0.1946;0.1343;0.7732;0.9206;0.0096;0.2771;0.1194;0.5949;0.8256;0.0249;0.4059;0.0983;0.4174;0.679;0.0466;0.57;0.0742;0.2878;0.4931;0.0712;227.9928;14125.3722;87.7104;97.0984;2.9452;1689.5571;4.6961;12.4276;5.6491;0.4857;532.9061;2.7914;76.6983
"cubu";"geo_gowalla_HOUSTON_9";"dashboard/output_dashboard/geo_gowalla_HOUSTON_9/cubu.json";192;309;0.5077;10.1586;0.1142;1.061;31.4327;0.3809;0.1989;0.0017;0.6617;0.6617;18.5094;9.7825;0.1303;0.2081;1;0.9844;0;0.2281;0.1813;0.6161;0.8747;0.0279;0.3938;0.1403;0.4164;0.6902;0.0701;0.5682;0.1006;0.29;0.4959;0.1107;0.7216;0.0685;0.213;0.3214;0.1434;167.6626;14213.4943;45.0528;48.4302;3.6769;817.6589;4.8451;14.9765;6.1192;0.6414;0;3.2613;51.8463
