"name";"instance";"filename";"n";"m";"inkratio";"mean_occupation_area";"edge_density_distribution";"distortion";"frechet";"directionality";"monotonicity";"projected_monotonicity";"SL_angle";"self_intersections";"mean_edge_length_difference";"directionality_mag";"ambiguity_1";"accuracy_1";"precision_1";"specificity_1";"FPR_1";"ambiguity_2";"accuracy_2";"precision_2";"specificity_2";"FPR_2";"ambiguity_3";"accuracy_3";"precision_3";"specificity_3";"FPR_3";"ambiguity_4";"accuracy_4";"precision_4";"specificity_4";"FPR_4";"ambiguity_5";"accuracy_5";"precision_5";"specificity_5";"FPR_5";"inkratio_t";"ambiguity_t";"mean_occupation_area_t";"edge_density_distribution_t";"distortion_t";"frechet_t";"directionality_t";"monotonicity_t";"projected_monotonicity_t";"SL_angle_t";"self_intersections_t";"mean_edge_length_difference_t";"directionality_mag_t"
"epb";"geo_gowalla_HOUSTON_9";"dashboard/output_dashboard/geo_gowalla_HOUSTON_9/epb.json";192;309;0.9738;15.4013;0.2007;1.0358;32.2143;0.0029;0.0021;0.002;0.6617;0.0006;33.0726;0.7341;0.3138;0.074;1;0.9323;0;0.4325;0.06;0.7624;0.7696;0.0147;0.5855;0.0464;0.5916;0.5549;0.0286;0.7125;0.0366;0.4702;0.3859;0.0387;0.8005;0.03;0.4161;0.2706;0.0455;184.5775;9720.6633;45.2814;48.3167;1.543;726.2206;4.1661;5.7075;2.7635;0.6399;316.1964;1.5628;33.6366
"fd";"geo_gowalla_HOUSTON_9";"dashboard/output_dashboard/geo_gowalla_HOUSTON_9/fd.json";192;309;0.8529;13.9126;0.1804;1.0042;21.502;0.2231;0.102;0.0049;0.6617;0;3.3812;0.2145;0.3429;0.0851;1;0.8958;0;0.4337;0.0729;0.7851;0.7663;0.0129;0.5773;0.0564;0.6066;0.5727;0.0299;0.7179;0.0417;0.4928;0.3893;0.0449;0.8218;0.0309;0.4318;0.2506;0.056;253.5522;10941.6544;68.9969;50.0948;4.1027;4029.2704;7.4103;18.1594;9.2552;0.6337;848.7427;4.1287;136.9317
"sepb";"geo_gowalla_HOUSTON_9";"dashboard/output_dashboard/geo_gowalla_HOUSTON_9/sepb.json";192;309;0.9777;15.4919;0.2011;1.0357;30.5056;0.0028;0.0023;0.0021;0.6617;0.0006;33.2552;0.6961;0.319;0.0742;1;0.9323;0;0.4377;0.06;0.7707;0.7701;0.0148;0.587;0.0466;0.6031;0.5563;0.0287;0.7145;0.0364;0.4781;0.3866;0.0392;0.8022;0.0297;0.4241;0.2714;0.046;169.749;9682.8167;45.4006;48.4088;1.5392;630.3432;4.0741;4.9229;2.3999;0.644;226.6602;1.2872;28.5778
"wr";"geo_gowalla_HOUSTON_9";"dashboard/output_dashboard/geo_gowalla_HOUSTON_9/wr.json";192;309;0.539;10.6181;0.1203;1.0695;48.7927;0.0593;0.0041;0.003;0.6617;0;27.9604;2.7464;0.1718;0.159;1;0.9635;0;0.2729;0.1369;0.6842;0.8412;0.023;0.429;0.1054;0.4797;0.6627;0.0555;0.6058;0.0746;0.3504;0.4625;0.0869;0.738;0.0525;0.273;0.3119;0.1095;237.7105;14473.8529;45.2709;48.0375;3.716;2264.9004;6.1514;16.4673;7.5405;0.632;776.4821;3.7243;102.9656
"cubu";"geo_gowalla_HOUSTON2_1";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_1/cubu.json";59;86;0.5616;21.1046;0.0445;1.03;29.7882;0.4554;0.265;0.0006;0.671;0.671;12.7783;9.0314;0.3864;0.2028;1;0.8136;0;0.5814;0.1546;0.6142;0.5376;0.0531;0.665;0.1356;0.5293;0.428;0.0734;0.7218;0.1235;0.4937;0.3531;0.0863;0.7709;0.1115;0.4608;0.2829;0.0995;63.8292;3562.68;59.7494;69.0584;1.0927;219.8372;1.4551;4.5312;1.7886;0.1936;0;0.9992;14.4718
"epb";"geo_gowalla_HOUSTON2_1";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_1/epb.json";59;86;0.9445;33.6628;0.0714;1.0188;19.9963;0.0023;0.0019;0.0019;0.671;0.0002;17.6638;0.5728;0.6661;0.0977;1;0.6102;0;0.814;0.077;0.8113;0.3293;0.0227;0.8219;0.0758;0.8069;0.3174;0.024;0.83;0.0747;0.798;0.2992;0.0253;0.8431;0.0718;0.785;0.2767;0.0285;67.769;2975.8537;65.9335;63.1902;0.4978;196.8751;1.3924;1.7641;0.8223;0.2041;58.5115;0.488;8.8859
"fd";"geo_gowalla_HOUSTON2_1";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_1/fd.json";59;86;0.9229;33.407;0.0698;1.0007;7.5209;0.2808;0.1322;0.0042;0.671;0;0.3166;0.1267;0.7494;0.0822;1;0.5085;0;0.8332;0.0724;0.8867;0.3338;0.0106;0.8372;0.0718;0.8799;0.3275;0.0113;0.8489;0.0701;0.8666;0.2945;0.0132;0.8701;0.0661;0.8483;0.2541;0.0178;63.1854;2959.1427;57.7397;63.1838;1.3678;1124.6703;2.171;5.491;2.5201;0.1955;200.4805;1.3175;38.476
"sepb";"geo_gowalla_HOUSTON2_1";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_1/sepb.json";59;86;0.9725;34.7326;0.0733;1.0213;21.1403;0.0019;0.0016;0.0016;0.671;0.0002;17.5729;0.4761;0.6614;0.0977;1;0.6271;0;0.8112;0.0776;0.8124;0.3396;0.022;0.816;0.077;0.8097;0.332;0.0226;0.8243;0.0758;0.7993;0.3123;0.0239;0.8519;0.0701;0.7709;0.2648;0.0304;64.0638;3003.8381;66.2346;72.3209;0.4196;139.0052;1.1144;1.2138;0.5939;0.1993;44.3351;0.3312;6.3996
"wr";"geo_gowalla_HOUSTON2_1";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_1/wr.json";59;86;0.5785;22.1512;0.0456;1.0536;47.534;0.0433;0.0012;0.0014;0.671;0;25.3378;2.0625;0.4046;0.2155;1;0.7797;0;0.5536;0.1724;0.6672;0.5768;0.0476;0.6322;0.1517;0.5766;0.475;0.0698;0.7081;0.1304;0.5296;0.3821;0.0922;0.7492;0.1178;0.5053;0.3311;0.106;117.3611;3731.2379;57.6024;63.2153;1.2372;624.8334;1.781;4.6566;2.1613;0.1929;177.7713;1.0822;28.3806
"cubu";"geo_gowalla_HOUSTON2_10";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_10/cubu.json";245;515;0.4928;7.1728;0.1373;1.0583;34.0565;0.3803;0.1931;0.0017;0.6614;0.6614;20.183;9.0751;0.0832;0.3084;1;0.9796;0;0.314;0.2225;0.3457;0.7252;0.0891;0.6371;0.1166;0.1501;0.3818;0.1977;0.8491;0.0572;0.0967;0.1582;0.2583;0.9555;0.0279;0.0855;0.0464;0.288;383.9881;39684.329;61.203;55.2635;5.8677;1434.2308;8.3661;24.9319;10.292;1.0386;0;5.6777;90.8163
"epb";"geo_gowalla_HOUSTON2_10";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_10/epb.json";245;515;0.8627;10.0718;0.2219;1.0338;36.8915;0.0088;0.0016;0.0012;0.6614;0;25.1516;0.8017;0.2188;0.1185;1;0.9551;0;0.4805;0.0745;0.5114;0.6419;0.0459;0.7391;0.0396;0.3427;0.3342;0.0819;0.8953;0.0254;0.2619;0.136;0.0965;0.9697;0.0192;0.2279;0.04;0.1028;283.5167;27837.7459;46.9375;54.8029;3.5927;1700.3822;7.5657;12.6991;6.1176;1.0264;581.8741;3.0179;74.4908
"fd";"geo_gowalla_HOUSTON2_10";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_10/fd.json";245;515;0.8235;9.4757;0.2156;1.008;31.0257;0.1766;0.0739;0.0042;0.6614;0;6.3812;0.3067;0.2082;0.1379;1;0.951;0;0.4327;0.0957;0.5192;0.6807;0.0438;0.7087;0.0515;0.327;0.3528;0.0892;0.873;0.0314;0.246;0.1524;0.1097;0.959;0.0209;0.2187;0.051;0.1204;367.1742;29678.7822;46.4091;49.581;6.7499;6994.2603;22.3622;46.5314;16.4974;1.0714;1525.1639;6.9625;230.7773
"sepb";"geo_gowalla_HOUSTON2_10";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_10/sepb.json";245;515;0.8712;10.1087;0.2239;1.0402;39.8093;0.0095;0.0019;0.0015;0.6614;0.0001;29.3276;0.8828;0.2166;0.12;1;0.951;0;0.4798;0.0755;0.5029;0.6369;0.0464;0.7519;0.0396;0.3254;0.3112;0.0834;0.904;0.0253;0.2511;0.1197;0.0981;0.9724;0.0192;0.2236;0.0353;0.1044;337.7349;28059.7658;46.7084;55.4624;3.1302;1609.1928;7.4282;12.2554;5.6858;1.0366;610.7674;3.089;72.4747
"wr";"geo_gowalla_HOUSTON2_10";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_10/wr.json";245;515;0.5096;7.4913;0.1406;1.0599;48.5572;0.0707;0.0042;0.0024;0.6614;0;25.8536;2.8555;0.1096;0.2422;1;0.9714;0;0.3235;0.1796;0.3885;0.7307;0.065;0.6313;0.0985;0.1883;0.3974;0.1483;0.8518;0.05;0.1256;0.1581;0.1978;0.9622;0.0245;0.1124;0.04;0.2237;377.8114;42091.934;47.8201;58.1636;6.4697;3868.5544;11.158;30.5328;13.3722;1.1027;1343.1766;6.3472;173.4698
"cubu";"geo_gowalla_HOUSTON2_12";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_12/cubu.json";23;26;0.8198;38;0.0154;1.0384;34.6321;0.4733;0.2794;0;0.6894;0.6894;14.8109;9.8689;0.5678;0.2079;1;0.7391;0;0.6125;0.1928;0.908;0.6423;0.0192;0.89;0.1285;0.6287;0.1816;0.0895;0.9569;0.1096;0.5868;0.0688;0.1108;1;0.0983;0.5678;0;0.1234;46.9918;1400.4157;85.6135;92.4542;0.3927;51.0349;0.4327;1.3521;0.5221;0.071;0;0.34;3.5908
"epb";"geo_gowalla_HOUSTON2_12";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_12/epb.json";23;26;0.9812;47.6923;0.0183;1.0134;9.1519;0;0.0015;0.0008;0.6894;0;4.4212;0.1639;0.9203;0.1096;1;0.2174;0;0.9493;0.1059;0.971;0.1304;0.0041;1;0.0983;0.9203;0;0.0124;1;0.0983;0.9203;0;0.0124;1;0.0983;0.9203;0;0.0124;60.7715;1326.0252;85.8111;92.2885;0.1817;22.0799;0.3607;0.2997;0.14;0.0749;6.8393;0.0987;1.0581
"fd";"geo_gowalla_HOUSTON2_12";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_12/fd.json";23;26;1.0108;48.3077;0.0189;1.0006;6.8706;0.3761;0.1725;0.0052;0.6894;0;0.2998;0.0803;0.9391;0.1059;1;0.1304;0;0.9391;0.1059;1;0.1304;0;1;0.0983;0.9391;0;0.0083;1;0.0983;0.9391;0;0.0083;1;0.0983;0.9391;0;0.0083;37.3657;1389.8034;86.972;92.9413;0.448;340.1334;0.6592;1.6546;0.7949;0.072;62.7706;0.8276;12.3479
"sepb";"geo_gowalla_HOUSTON2_12";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_12/sepb.json";23;26;0.9952;48.7692;0.0186;1.0128;3.8248;0;0.0015;0.0008;0.6894;0;3.3002;0.1355;0.9203;0.1096;1;0.2174;0;0.9493;0.1059;0.971;0.1304;0.0041;1;0.0983;0.9203;0;0.0124;1;0.0983;0.9203;0;0.0124;1;0.0983;0.9203;0;0.0124;37.6236;1332.9253;84.549;90.7013;0.1569;14.7316;0.3259;0.2036;0.1059;0.071;4.7393;0.0784;0.7255
"wr";"geo_gowalla_HOUSTON2_12";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_12/wr.json";23;26;0.8816;42.2308;0.0165;1.0291;37.6082;0.0362;0;0;0.6894;0;14.09;1.5748;0.7371;0.1474;1;0.5652;0;0.8341;0.1248;0.8776;0.2971;0.0292;0.9225;0.1096;0.7907;0.1377;0.046;1;0.0983;0.7371;0;0.0581;1;0.0983;0.7371;0;0.0581;36.6526;1339.9987;84.5032;91.9128;0.4144;191.3686;0.5996;1.523;0.6816;0.0727;48.5797;0.3536;8.6889
"cubu";"geo_gowalla_HOUSTON2_2";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_2/cubu.json";71;98;0.6363;19.602;0.0476;1.0438;31.3515;0.4532;0.2495;0;0.578;0.578;14.6917;9.3456;0.2783;0.2039;1;0.9014;0;0.414;0.1706;0.6839;0.7204;0.0359;0.5584;0.1337;0.5343;0.5445;0.0749;0.6486;0.1111;0.4567;0.4359;0.0988;0.7552;0.0833;0.3942;0.3087;0.1283;64.1513;3785.4752;61.2099;65.3193;1.1673;195.754;1.6663;4.7905;1.8983;0.2212;0;1.117;14.2345
"epb";"geo_gowalla_HOUSTON2_2";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_2/epb.json";71;98;0.9868;30.398;0.0708;1.0186;20.1324;0.0018;0.0012;0.001;0.578;0.0002;11.9135;0.462;0.6816;0.0651;1;0.6338;0;0.7554;0.0583;0.9104;0.4701;0.0073;0.8499;0.0512;0.8017;0.2907;0.0148;0.8919;0.0472;0.7664;0.2086;0.0191;0.9366;0.0428;0.7302;0.1162;0.0238;63.3867;3324.2614;60.3068;65.5415;0.4911;180.6188;1.2806;1.564;0.7389;0.2179;67.0619;0.4034;8.3821
"fd";"geo_gowalla_HOUSTON2_2";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_2/fd.json";71;98;0.97;29.7449;0.0698;1.0015;9.6796;0.2769;0.1257;0.0047;0.578;0;0.771;0.1511;0.6429;0.0686;1;0.7042;0;0.7045;0.0635;0.918;0.581;0.0055;0.8071;0.0548;0.8008;0.3813;0.0148;0.8475;0.0508;0.7611;0.2916;0.0191;0.9002;0.0464;0.7232;0.1961;0.0237;64.6975;3352.9749;61.6624;68.2752;1.5838;1271.1289;2.5775;6.1059;2.8851;0.2244;277.072;1.3452;43.2846
"sepb";"geo_gowalla_HOUSTON2_2";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_2/sepb.json";71;98;0.9863;30.0102;0.0709;1.0181;15.7371;0.0016;0.0016;0.0014;0.578;0.0002;11.996;0.4111;0.6418;0.0746;1;0.6479;0;0.7185;0.0655;0.8939;0.4965;0.0099;0.8266;0.0552;0.7748;0.3079;0.0208;0.8681;0.0504;0.7362;0.238;0.026;0.9191;0.0448;0.6984;0.1428;0.032;63.2207;3327.2145;60.6813;65.8186;0.4384;138.9658;1.2689;1.2212;0.6003;0.2289;54.6434;0.3443;6.372
"wr";"geo_gowalla_HOUSTON2_2";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_2/wr.json";71;98;0.6378;19.9388;0.0476;1.0566;48.5333;0.0429;0.0039;0.002;0.578;0;26.1007;2.2083;0.2936;0.1825;1;0.9155;0;0.4099;0.1524;0.7166;0.7687;0.0327;0.5501;0.121;0.5652;0.5954;0.0659;0.6475;0.1;0.4798;0.4631;0.0882;0.7448;0.0782;0.4266;0.3426;0.1114;64.8618;3977.1132;60.5896;66.014;1.4088;717.5305;2.0087;5.3248;2.4428;0.2196;220.1877;1.2157;32.2115
"cubu";"geo_gowalla_HOUSTON2_3";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_3/cubu.json";166;285;0.5308;10.7158;0.1177;1.0632;31.5117;0.4034;0.2178;0.002;0.656;0.656;19.1304;8.9384;0.1061;0.2956;1;0.9819;0;0.2178;0.2535;0.5398;0.8568;0.0439;0.4199;0.1852;0.3075;0.6347;0.1145;0.6434;0.1134;0.1952;0.3914;0.1882;0.8411;0.0579;0.1327;0.1748;0.245;213.0384;14501.6372;39.741;44.6291;3.1664;810.6809;4.5731;14.2894;5.6527;0.5887;0;3.1726;51.1494
"epb";"geo_gowalla_HOUSTON2_3";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_3/epb.json";166;285;0.8734;14.0456;0.1829;1.0157;22.0573;0.0041;0.001;0.0007;0.656;0;11.6559;0.4849;0.299;0.11;1;0.9036;0;0.4194;0.0902;0.7275;0.7428;0.0208;0.6026;0.063;0.523;0.5115;0.0491;0.7783;0.0419;0.3976;0.2904;0.0708;0.8992;0.028;0.3433;0.1427;0.0851;207.6063;8942.8041;40.256;42.5563;1.3516;663.8052;3.7849;5.1565;2.4514;0.5934;222.9061;1.339;30.1464
"fd";"geo_gowalla_HOUSTON2_3";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_3/fd.json";166;285;0.8609;14.793;0.1776;1.0052;21.953;0.2004;0.0924;0.0036;0.656;0;3.4828;0.2725;0.269;0.1442;1;0.8976;0;0.37;0.123;0.694;0.7701;0.0221;0.5528;0.0894;0.4877;0.5421;0.0568;0.7333;0.0578;0.3745;0.327;0.0893;0.8792;0.0351;0.3091;0.1519;0.1126;234.7946;10364.5778;42.0017;43.4842;3.7997;3711.6649;6.8724;16.7012;8.1763;0.593;781.2777;3.8066;126.4992
"sepb";"geo_gowalla_HOUSTON2_3";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_3/sepb.json";166;285;0.8905;14.4842;0.1849;1.0174;20.8937;0.0036;0.0013;0.0009;0.656;0;11.2269;0.5002;0.2982;0.1088;1;0.9096;0;0.4181;0.0894;0.7277;0.7475;0.0204;0.6058;0.0628;0.5222;0.5071;0.0481;0.7788;0.0418;0.3983;0.2881;0.0697;0.8967;0.0283;0.3439;0.1447;0.0836;153.7826;8972.4798;40.0508;42.5954;1.3728;617.2597;3.9246;4.8206;2.3184;0.5872;216.3231;1.2665;32.0346
"wr";"geo_gowalla_HOUSTON2_3";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_3/wr.json";166;285;0.5331;10.8035;0.1182;1.0586;44.3097;0.0601;0.0038;0.0032;0.656;0;23.7823;2.8387;0.1591;0.2624;1;0.9458;0;0.2535;0.2276;0.595;0.8402;0.0363;0.4516;0.1659;0.3776;0.6186;0.1;0.6637;0.1023;0.2602;0.381;0.1653;0.8459;0.0544;0.1979;0.176;0.2142;167.1002;17865.634;42.4869;57.1656;4.1444;2075.4066;5.6491;15.1279;6.9187;0.5868;664.525;3.5863;95.0465
"cubu";"geo_gowalla_HOUSTON2_5";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_5/cubu.json";138;209;0.5706;12.0335;0.0745;1.0476;29.9102;0.3952;0.2066;0.0003;0.6193;0.6193;14.9496;10.3603;0.1782;0.2026;1;0.9565;0;0.2713;0.1779;0.6504;0.8496;0.0258;0.393;0.1479;0.4712;0.7106;0.057;0.554;0.1103;0.3353;0.5283;0.0958;0.7029;0.0781;0.2609;0.3562;0.1289;136.5879;8941.2913;67.8823;63.3492;2.5299;408.0288;3.2127;10.0987;3.8917;0.4427;0;2.3749;32.5959
"epb";"geo_gowalla_HOUSTON2_5";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_5/epb.json";138;209;0.9314;17.2727;0.1162;1.0176;16.5245;0.0037;0.0015;0.001;0.6193;0.0001;9.5831;0.5073;0.4836;0.0656;1;0.7899;0;0.5877;0.054;0.8177;0.6346;0.0122;0.6509;0.0481;0.7351;0.5388;0.0184;0.7456;0.0411;0.6461;0.3947;0.0257;0.829;0.0348;0.5825;0.255;0.0322;139.8454;7739.2213;58.4695;64.928;1.0712;495.24;3.1645;3.9573;1.8513;0.4716;154.388;1.2188;21.5156
"fd";"geo_gowalla_HOUSTON2_5";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_5/fd.json";138;209;0.954;17.7129;0.1186;1.0026;12.3672;0.2406;0.1085;0.0043;0.6193;0;1.2963;0.185;0.5185;0.0563;1;0.7899;0;0.5932;0.0496;0.8731;0.6612;0.0071;0.6888;0.0417;0.7517;0.5043;0.0153;0.7879;0.035;0.6554;0.3424;0.0222;0.8581;0.0302;0.6021;0.2362;0.0271;131.3744;7287.2102;55.7845;59.8984;2.9442;2829.354;5.2397;13.1838;6.35;0.442;551.9829;3.9628;96.9212
"sepb";"geo_gowalla_HOUSTON2_5";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_5/sepb.json";138;209;0.9377;17.4689;0.1167;1.0167;15.494;0.0038;0.0015;0.001;0.6193;0.0001;9.1064;0.491;0.4817;0.0665;1;0.7826;0;0.589;0.0545;0.8127;0.6195;0.0126;0.6596;0.0481;0.7212;0.509;0.0193;0.7541;0.041;0.635;0.37;0.0267;0.8321;0.0347;0.5778;0.2496;0.0332;145.184;7635.1757;57.5759;61.8424;1.0619;428.0043;2.9759;3.5696;1.6236;0.4435;140.1844;1.415;20.9396
"wr";"geo_gowalla_HOUSTON2_5";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_5/wr.json";138;209;0.6372;13.7368;0.0819;1.0615;39.487;0.0506;0.0037;0.0024;0.6193;0;22.8834;2.4975;0.2354;0.1578;1;0.913;0;0.3293;0.1393;0.7054;0.7962;0.0194;0.4589;0.1131;0.5117;0.6404;0.0466;0.6141;0.0831;0.3788;0.4611;0.0776;0.7538;0.0596;0.3075;0.294;0.1017;126.4308;9980.5825;56.124;60.2789;4.055;1653.4312;5.228;16.0711;8.97;0.653;538.0137;2.7428;70.262
"cubu";"geo_gowalla_HOUSTON2_9";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_9/cubu.json";232;376;0.5378;8.4734;0.1282;1.0602;28.7002;0.3644;0.1764;0.0018;0.647;0.647;17.0705;9.8682;0.0872;0.2323;1;0.9784;0;0.1699;0.2092;0.5874;0.888;0.0239;0.332;0.1656;0.3563;0.7141;0.0686;0.5286;0.1163;0.215;0.5041;0.1189;0.7131;0.0723;0.1589;0.3084;0.1636;290.678;16491.4262;41.4689;49.5086;8.3733;814.3992;5.8177;18.0998;7.1433;0.7701;0;4.2608;57.0111
"epb";"geo_gowalla_HOUSTON2_9";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_9/epb.json";232;376;0.9259;11.75;0.205;1.035;26.5451;0.0038;0.0018;0.0018;0.647;0.0007;24.6795;0.6843;0.2575;0.0907;1;0.931;0;0.3648;0.078;0.7252;0.7841;0.0131;0.5108;0.0599;0.5384;0.6058;0.0318;0.6719;0.043;0.4047;0.4034;0.0491;0.8144;0.0296;0.3309;0.2284;0.0627;296.4835;12096.797;41.688;43.8449;1.8759;953.7294;5.1103;7.2575;3.4511;0.7684;339.4084;1.8537;42.7244
"fd";"geo_gowalla_HOUSTON2_9";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_9/fd.json";232;376;0.8563;10.6888;0.1944;1.0067;22.3762;0.224;0.1058;0.0041;0.647;0;4.34;0.2837;0.2612;0.0916;1;0.9095;0;0.3324;0.0821;0.7814;0.8194;0.0098;0.4862;0.0626;0.5643;0.6308;0.0299;0.648;0.0442;0.4172;0.4395;0.0487;0.7922;0.0297;0.3498;0.262;0.0634;290.1971;12475.8189;41.3916;43.8342;5.1754;4932.3044;8.9698;22.2297;10.9773;0.8037;1016.0675;4.9508;168.6144
"sepb";"geo_gowalla_HOUSTON2_9";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_9/sepb.json";232;376;0.9339;12.1835;0.2046;1.034;24.095;0.0034;0.0019;0.0018;0.647;0.0007;24.3645;0.6434;0.2588;0.0891;1;0.9353;0;0.3648;0.0765;0.7316;0.7904;0.0131;0.5132;0.0582;0.5408;0.6092;0.0319;0.6724;0.0418;0.4091;0.411;0.0487;0.818;0.0284;0.3349;0.2306;0.0623;292.9482;11487.298;40.9629;43.5236;1.7424;817.2448;5.2776;6.376;3.2489;0.8442;308.5413;1.6463;36.7432
"wr";"geo_gowalla_HOUSTON2_9";"dashboard/output_dashboard/geo_gowalla_HOUSTON2_9/wr.json";232;376;0.4766;7.617;0.1158;1.0674;44.7758;0.0612;0.0044;0.0025;0.647;0;23.4139;2.6906;0.1034;0.2612;1;0.9741;0;0.1741;0.2396;0.6136;0.8951;0.0223;0.3307;0.1933;0.37;0.7239;0.0698;0.5265;0.1367;0.2311;0.5121;0.1276;0.7118;0.0844;0.1666;0.3135;0.1806;198.4885;24860.0442;42.3012;50.636;4.8099;2747.8268;7.5443;19.8924;9.2015;0.7944;935.5485;5.0364;126.2839
"cubu";"geo_gowalla_LA_1";"dashboard/output_dashboard/geo_gowalla_LA_1/cubu.json";79;114;0.5504;22.4649;0.0503;1.0416;39.8495;0.448;0.2573;0;0.613;0.613;21.1077;8.7107;0.1984;0.2154;1;0.962;0;0.3701;0.1705;0.5789;0.7518;0.0486;0.6439;0.1038;0.3114;0.4204;0.1195;0.9047;0.0545;0.2162;0.111;0.1709;0.9878;0.0381;0.2008;0.0145;0.1877;83.5996;6464.1845;76.9916;84.2481;1.3418;319.3924;1.9069;5.6295;2.3415;0.2513;0;1.493;20.1931
"epb";"geo_gowalla_LA_1";"dashboard/output_dashboard/geo_gowalla_LA_1/epb.json";79;114;1.0026;40.3333;0.086;1.0207;22.4874;0.0026;0.0021;0.0018;0.613;0.0004;18.6805;0.5563;0.5955;0.0708;1;0.7468;0;0.6898;0.0606;0.8548;0.555;0.0114;0.8375;0.0478;0.7076;0.2726;0.0256;0.9555;0.0391;0.6234;0.0775;0.0347;0.9911;0.0368;0.6031;0.0169;0.037;85.3076;4817.3738;76.0417;80.2615;0.4776;175.0011;1.4353;1.4839;0.7374;0.2468;69.2387;0.4017;8.1296
"fd";"geo_gowalla_LA_1";"dashboard/output_dashboard/geo_gowalla_LA_1/fd.json";79;114;0.9677;38.5088;0.0835;1.0017;12.9211;0.2073;0.0934;0.0037;0.613;0;0.957;0.1851;0.6341;0.0686;1;0.6709;0;0.7123;0.0612;0.8704;0.4964;0.0084;0.8807;0.0458;0.7099;0.194;0.025;0.973;0.0385;0.6488;0.0449;0.0328;0.9851;0.0372;0.6456;0.0295;0.0341;86.1404;5114.3224;76.1337;80.0705;1.5175;1479.2356;2.7392;6.7875;3.2728;0.2492;261.5733;1.4956;51.3356
"sepb";"geo_gowalla_LA_1";"dashboard/output_dashboard/geo_gowalla_LA_1/sepb.json";79;114;0.9996;40.5439;0.0856;1.0162;18.7167;0.003;0.0018;0.0014;0.613;0.0002;13.9992;0.5135;0.6132;0.0676;1;0.7342;0;0.7137;0.0577;0.8549;0.5146;0.0111;0.8608;0.0455;0.7071;0.2218;0.0246;0.955;0.0391;0.6413;0.0782;0.0314;0.9911;0.0368;0.6208;0.0169;0.0337;83.2334;5028.0244;77.2304;81.1362;0.4461;168.6156;1.462;1.4381;0.7138;0.2496;109.5617;0.426;7.9064
"wr";"geo_gowalla_LA_1";"dashboard/output_dashboard/geo_gowalla_LA_1/wr.json";79;114;0.6578;26.2281;0.0593;1.0587;60.3647;0.0509;0.0021;0.0014;0.613;0;30.4004;2.2505;0.2846;0.148;1;0.9367;0;0.4235;0.1231;0.6997;0.7438;0.0274;0.6822;0.0798;0.4268;0.4;0.0741;0.9067;0.049;0.3065;0.1092;0.1061;0.9907;0.0378;0.2861;0.011;0.1176;85.7286;6014.8614;75.8808;80.9576;1.5418;831.4037;2.4991;6.2227;2.8558;0.2577;243.3865;1.5559;37.6396
"cubu";"geo_gowalla_LA_12";"dashboard/output_dashboard/geo_gowalla_LA_12/cubu.json";55;72;0.5598;26.0139;0.0462;1.0318;31.4125;0.4869;0.2852;0;0.5993;0.5993;13.8122;8.6214;0.3035;0.2063;1;0.9091;0;0.4473;0.1653;0.7257;0.7266;0.0442;0.6453;0.1203;0.4837;0.4652;0.0924;0.7641;0.0939;0.4047;0.3121;0.1206;0.8888;0.0681;0.344;0.15;0.148;53.2911;3144.9838;59.983;64.9543;0.9336;272.7201;1.3249;3.6948;1.5352;0.1659;0;0.8512;14.6651
